date,favorite,underdog,spread,model_name,model_type,probability,predicted_cover,actual_cover,correct,week,Date,Favorite,Underdog,Fav. Odds,Dog Odds,fav_implied_prob,dog_implied_prob,model_fav_prob,model_dog_prob,regressed_fav_prob,regressed_dog_prob,fav_predictive_edge,dog_predictive_edge,best_edge,best_side,regressed_prediction,regressed_correct
2025-10-31,Atlanta,Indiana,2.5,random_forest,Away Favorite,0.3554164531663983,0.0,1,False,44,2025-10-31,Atlanta,Indiana,103,-106,0.49261083743842365,0.5145631067961165,0.3554164531663983,0.6445835468336016,0.4445928029432148,0.5600702608092363,-0.04801803449520886,0.04550715401311978,0.04550715401311978,underdog,0,0
2025-10-31,Boston,Philadelphia,1.5,random_forest,Away Favorite,0.409307008413511,0.0,0,True,44,2025-10-31,Boston,Philadelphia,-102,-107,0.504950495049505,0.5169082125603864,0.409307008413511,0.590692991586489,0.4714752747269071,0.5427328852195223,-0.033475220322597865,0.025824672659135905,0.025824672659135905,underdog,0,1
2025-10-31,Cleveland,Toronto,4.5,random_forest,Home Favorite,0.6170764119601329,1.0,0,False,44,2025-10-31,Cleveland,Toronto,-102,-105,0.504950495049505,0.5121951219512195,0.6170764119601329,0.38292358803986715,0.5441945659682247,0.4669500850822462,0.03924407091871973,-0.0452450368689733,0.03924407091871973,favorite,1,0
2025-10-31,New York,Chicago,5.5,random_forest,Away Favorite,0.6585447509724892,1.0,0,False,44,2025-10-31,New York,Chicago,-110,-110,0.5238095238095238,0.5238095238095238,0.6585447509724892,0.3414552490275108,0.5709668533165617,0.45998552763581924,0.04715732950703788,-0.0638239961737046,0.04715732950703788,favorite,1,0
2025-10-31,Memphis,La Lakers,2.5,random_forest,Away Favorite,0.3340594015527766,0.0,1,False,44,2025-10-31,Memphis,La Lakers,104,-111,0.49019607843137253,0.5260663507109005,0.3340594015527766,0.6659405984472234,0.43554824152386395,0.5750223374186135,-0.054647836907508573,0.04895598670771306,0.04895598670771306,underdog,0,0
2025-10-31,Phoenix,Utah,3.5,random_forest,Home Favorite,0.4004333182190259,0.0,1,False,44,2025-10-31,Phoenix,Utah,-110,-110,0.5238095238095238,0.5238095238095238,0.4004333182190259,0.5995666817809742,0.4806278518528495,0.5503245290995314,-0.04318167195667433,0.02651500529000761,0.02651500529000761,underdog,0,0
2025-10-31,Denver,Portland,5.5,random_forest,Away Favorite,0.4221693121693122,0.0,0,True,44,2025-10-31,Denver,Portland,108,-113,0.4807692307692308,0.5305164319248826,0.4221693121693122,0.5778306878306878,0.46025925925925926,0.5470764214919144,-0.020509971509971525,0.016559989567031752,0.016559989567031752,underdog,0,1
2025-10-31,La Clippers,New Orleans,10.5,random_forest,Home Favorite,0.6239052063747875,1.0,0,False,44,2025-10-31,La Clippers,New Orleans,-110,-110,0.5238095238095238,0.5238095238095238,0.6239052063747875,0.3760947936252125,0.5588430127073661,0.4721093682450148,0.0350334888978423,-0.05170015556450902,0.0350334888978423,favorite,1,0
2025-11-01,Orlando,Washington,9.5,random_forest,Away Favorite,0.6763460887701163,1.0,1,True,44,2025-11-01,Orlando,Washington,109,-112,0.4784688995215311,0.5283018867924528,0.6763460887701163,0.32365391122988374,0.5477259157585359,0.45667509534555367,0.06925701623700481,-0.07162679144689915,0.06925701623700481,favorite,1,1
2025-11-01,Minnesota,Charlotte,4.5,random_forest,Away Favorite,0.5159597825984731,1.0,1,True,44,2025-11-01,Minnesota,Charlotte,104,-112,0.49019607843137253,0.5283018867924528,0.5159597825984731,0.4840402174015269,0.49921337488985773,0.5128103025056288,0.009017296458485202,-0.015491584286824067,0.009017296458485202,favorite,0,0
